1,1,创建新的狼人杀游戏
2,all,查看所有角色
3,all,退出或重置
101,201,检查座位
102,201,开始投票
103,201,查看摘要
201,101,查看本局游戏板子
202,101,查看上次投票票型
306,2,显示6人局快捷方式
307,2,显示7人局快捷方式
308,2,显示8人局快捷方式
309,2,显示9人局快捷方式
310,2,显示10人局快捷方式
311,2,显示11人局快捷方式
312,2,显示12人局快捷方式
313,2,显示13人局快捷方式
314,2,显示14人局快捷方式
315,2,显示15人局快捷方式
316,2,显示16人局快捷方式
317,2,显示17人局快捷方式
318,2,显示18人局快捷方式
