1111,7271,4.0900,0.1500,1.3400
4311,6221,4.2100,0.1500,1.2400
4431,5446,3.4400,0.2200,0.9500
3111,4559,4.5800,0.3900,1.3700
4444,4400,4.8600,0.0100,0.8700
4443,4258,4.9200,0.1800,0.8900
4711,3730,3.8500,0.2600,1.2800
4111,3592,4.2100,0.4400,1.3700
1431,3538,3.6500,0.1300,0.9800
4411,3426,4.1200,0.3400,1.2000
1144,3355,3.3100,0.0200,0.7800
1244,3271,3.0000,0.0200,0.7700
1444,3259,3.1800,0.0100,0.8200
4471,3259,3.7800,0.2600,0.9600
1231,3164,4.4200,0.3300,1.0900
1124,3137,3.0000,0.0100,0.8300
1184,2857,3.2700,0.0100,0.7700
2431,2784,3.7300,0.2300,0.9600
7111,2784,3.9700,0.2500,1.3700
4447,2780,2.5200,0.1600,0.6800
1114,2767,3.1000,0.0100,0.9000
1844,2642,2.5700,0.0100,0.7400
4314,2632,2.9000,0.0300,0.8300
4441,2629,4.2000,0.2200,0.9500
1143,2615,3.5600,0.1700,0.7500
1443,2542,3.1100,0.1700,0.7400
2311,2525,4.0900,0.3400,1.2700
1411,2405,4.0700,0.4000,1.3300
1243,2301,2.3600,0.2300,0.7200
1118,2274,2.2100,0.0100,0.8900
1123,2163,2.7300,0.3400,0.8900
1112,2141,4.6000,0.0300,1.1700
1181,2138,4.0600,0.3100,1.1000
1241,2115,4.5400,0.3400,1.0400
1171,2039,3.1500,0.3500,1.1400
2444,2022,4.0000,0.0100,0.8100
2443,2015,2.7500,0.1400,0.7700
1141,2002,3.6000,0.2500,1.1100
3144,1943,2.6500,0.0200,0.8500
8431,1935,3.7600,0.2400,0.9800
8444,1924,2.9800,0.0200,0.8200
2411,1898,4.0800,0.3200,1.3300
4324,1884,3.1100,0.1700,0.8400
3114,1866,2.5500,0.0100,0.9000
1843,1851,2.2900,0.2100,0.6800
1711,1800,3.4800,0.4700,1.2800
4312,1775,3.9600,0.1400,1.0200
1441,1751,3.7300,0.2700,0.9000
1121,1731,4.0100,0.4400,1.2900
1211,1729,3.6600,0.3900,1.3400
1811,1728,4.2500,0.3800,1.2800
1117,1669,2.2700,0.3500,0.9400
3124,1637,2.8800,0.3100,0.8500
1841,1627,3.7500,0.3100,0.9500
3143,1624,2.4800,0.2500,0.8100
4474,1575,2.8000,0.0200,0.8100
1447,1571,2.8400,0.2000,0.6400
1831,1545,3.8300,0.2900,1.0700
1471,1539,3.9100,0.3300,1.1300
8111,1529,4.1300,0.5400,1.3800
8311,1502,3.5700,0.4300,1.2900
5111,1494,3.3900,0.3200,1.3400
3112,1426,3.9700,0.0300,1.1800
4318,1419,2.4000,0.1800,0.8000
4511,1407,3.7300,0.4100,1.3800
4114,1397,2.8700,0.0100,0.8900
4432,1394,4.1000,0.2100,0.7700
3118,1376,2.8100,0.2500,0.9100
8443,1358,3.9300,0.2000,0.7600
8411,1352,4.1800,0.2900,1.3100
4434,1343,3.1900,0.0200,0.8500
1183,1334,2.2500,0.2800,0.7300
3184,1326,2.1000,0.0200,0.7800
3243,1311,2.9500,0.2700,0.8700
4124,1310,4.2800,0.0700,0.8300
4714,1305,2.6600,0.0500,0.8300
2441,1304,3.4000,0.3000,0.9300
4438,1297,1.9300,0.2000,0.6500
4144,1295,2.4900,0.0500,0.8200
4744,1282,3.1300,0.0100,0.8800
7444,1254,3.5000,0.0300,0.8700
4344,1251,2.4400,0.0100,0.8500
1147,1242,2.2500,0.2700,0.7100
2471,1241,3.7600,0.2600,1.0500
1311,1237,3.7800,0.5300,1.2700
4414,1224,2.4400,0.0100,0.8600
4412,1220,3.6500,0.3000,1.0300
1247,1211,1.8700,0.2100,0.6400
4384,1199,2.8600,0.0400,0.7700
7144,1199,3.5200,0.0600,0.8300
4118,1193,2.0300,0.0700,0.9000
2111,1177,4.4100,0.3600,1.3100
8441,1176,3.9000,0.2200,0.9100
7114,1176,2.7100,0.0100,0.9000
2447,1174,2.0300,0.1700,0.6500
3244,1150,3.8200,0.0400,0.8300
4448,1137,3.0300,0.1500,0.6700
7124,1134,2.5800,0.0200,0.8400
4112,1129,3.8000,0.0500,1.1300
3231,1128,3.8600,0.4200,1.1500
1251,1126,3.7500,0.5600,1.3600
1131,1096,3.2600,0.3600,1.1700
8447,1084,2.1500,0.2300,0.6500
3123,1078,2.4300,0.3300,0.8700
4844,1077,2.8200,0.1200,0.8300
4184,1059,2.8700,0.0500,0.7900
4484,1051,2.3400,0.1500,0.8300
1847,1047,1.8800,0.2100,0.6200
1631,1042,3.4700,0.4000,1.0600
1851,1031,3.8900,0.3500,1.3200
6311,1024,3.9600,0.4700,1.2900
4712,1022,4.4100,0.3600,1.0200
3431,1000,3.0700,0.3000,1.0100
4437,994,1.9700,0.2100,0.7400
1185,993,3.3700,0.4600,1.0800
2314,981,1.9500,0.0400,0.8500
7118,977,2.3800,0.0100,0.8900
