111,236370,4.9800,0.0100,1.0900
333,210084,4.8300,0.0300,0.7800
444,189258,4.9500,0.0100,0.8000
222,163065,4.9200,0.0100,0.9600
113,139626,4.8700,0.0200,0.8700
133,121272,3.3600,0.0300,0.7500
442,83994,4.6400,0.0100,0.9600
422,79251,3.8800,0.0100,1.0000
311,59115,3.8900,0.0100,1.2800
331,58827,3.9600,0.0100,1.2300
344,52407,3.4700,0.0100,0.7600
334,47667,4.5000,0.0200,0.7900
211,47250,4.5400,0.0100,1.1300
224,42606,4.1900,0.0100,0.9300
131,40797,4.3100,0.0100,1.0600
244,40113,3.8000,0.0100,0.8400
221,39810,4.5000,0.0100,1.2500
313,37392,3.0900,0.1700,0.9500
242,26442,3.1000,0.0200,0.9100
424,23952,4.1500,0.0400,0.9200
134,14313,3.5100,0.0200,0.7800
421,11814,4.1900,0.0100,1.4400
144,9303,3.5000,0.0100,0.7500
411,8814,3.8900,0.0100,1.3100
341,4347,4.0300,0.0200,1.2700
213,4038,2.3700,0.1100,0.9400
342,4011,3.1100,0.2500,1.0100
114,3741,3.7000,0.0100,0.9300
214,3546,3.1100,0.0400,0.9300
441,3501,3.9600,0.0100,1.5100
314,1782,4.4000,0.0400,0.9900
241,1644,3.4700,0.2300,1.3400
141,1305,3.0200,0.0200,1.1300
414,1155,2.2700,0.4400,1.0000
413,972,2.4000,0.4000,1.0500
142,735,2.2200,0.3300,0.8900
