11100,0.9605,600891,2005-11-09,-0.1788,-0.2145,-0.2696,-0.2121,-0.1071
11000,0.9656,600791,2010-06-17,-0.0882,-0.1149,-0.1140,-0.1234,-0.0666
11001,0.9502,000910,2017-06-20,-0.0148,-0.0229,-0.1111,-0.0897,-0.0433
11110,0.9622,002685,2014-12-16,-0.0997,-0.0938,-0.1129,-0.0531,-0.0271
