222,189483,4.1300,0.0100,0.8100
111,173025,4.8600,0.0100,1.0900
224,113535,4.9500,0.0100,0.8000
113,111537,4.8400,0.0100,0.9900
122,90378,3.8000,0.0100,0.7600
211,78567,4.5400,0.0100,1.1500
131,72408,4.8600,0.0200,0.9400
244,66507,4.8400,0.0100,0.8100
242,65610,4.0100,0.0100,0.9100
133,65349,4.9500,0.0100,0.8800
112,58176,4.1900,0.0100,0.8600
444,54612,4.8700,0.0100,0.8200
331,52248,4.9700,0.0100,0.9300
221,50370,4.0300,0.0100,1.2100
333,47958,4.9200,0.0100,0.8700
422,47934,4.1500,0.0200,0.8900
311,46182,4.0700,0.0100,1.0400
442,44424,4.6400,0.0100,0.9400
322,42927,3.9000,0.0100,0.7400
312,42327,3.7000,0.0400,0.7800
421,34164,3.9600,0.0100,1.1800
424,33354,3.7800,0.0300,0.8400
411,31368,3.8900,0.0100,1.1900
313,29949,3.5900,0.0100,0.9800
132,29112,3.9700,0.0100,0.8700
332,23565,4.9800,0.0200,0.8900
241,23211,3.9600,0.0100,1.2800
121,18966,4.2800,0.0100,1.1100
212,18678,3.1100,0.0400,0.9700
441,17022,4.9200,0.0100,1.2700
124,11928,3.0000,0.2100,0.8200
213,11691,3.8800,0.3000,1.0300
321,6639,3.8200,0.0200,1.1100
412,4476,4.4000,0.0100,1.0100
324,3759,2.9100,0.0300,0.8200
413,2877,3.1100,0.3800,1.1100
334,3,0.3400,0.3400,0.3400
