111,75148,5.0000,0.0300,1.1200
222,66474,4.9900,0.0100,0.9800
444,59495,4.9800,0.0100,0.8000
333,53920,3.9000,0.0100,0.7800
442,32443,4.8900,0.0300,0.9900
133,31018,3.2700,0.0100,0.7300
113,28909,4.8800,0.0100,0.8300
422,28541,4.9700,0.0200,1.0400
311,19426,4.7000,0.0300,1.3000
331,18643,4.7400,0.0800,1.2700
221,15545,4.8200,0.0600,1.2700
211,15391,4.5700,0.0100,1.1200
344,14735,4.8200,0.0100,0.7600
131,13237,4.5200,0.2300,1.0700
224,12786,4.1800,0.0100,0.9400
244,12633,3.5100,0.0100,0.8400
334,12199,3.2400,0.0100,0.7800
313,9379,3.2300,0.0100,0.9100
242,8813,4.4900,0.1900,0.9400
424,7972,3.1900,0.0100,0.8800
134,3940,3.4800,0.0100,0.7800
421,3758,4.3500,0.1900,1.5500
144,2844,3.6700,0.0100,0.7900
411,2716,4.5500,0.1300,1.4100
341,1198,4.8500,0.1500,1.3500
441,1105,4.0800,0.3300,1.6300
213,1104,2.9300,0.1900,0.9100
342,1093,3.0300,0.3600,1.0800
114,1025,3.1000,0.0200,0.9300
214,1013,2.8700,0.0400,0.9000
241,642,4.7000,0.3600,1.4700
314,513,3.5500,0.1800,0.9700
141,401,3.2500,0.3100,1.1200
414,336,2.3800,0.0300,0.9300
142,267,3.1900,0.3600,0.9700
413,238,2.1800,0.3400,0.9500
