日期,股票代码,名称,收盘价,最高价,最低价,开盘价,成交量,成交金额
2018-07-05,'399300,沪深300,3342.4379,3398.4852,3330.7113,3365.5547,8158798100,97544619590.3
2018-07-04,'399300,沪深300,3363.7473,3418.3311,3359.0861,3398.7788,7515799700,93648559088.9
2018-07-03,'399300,沪深300,3409.2801,3422.0398,3319.2889,3410.4767,9527869300,1.29898019347e+11
2018-07-02,'399300,沪深300,3407.9638,3506.8996,3383.5006,3504.4571,8435144900,1.07601540659e+11
2018-06-29,'399300,沪深300,3510.9845,3512.3834,3425.2159,3431.9619,7725703100,97616367299.1
2018-06-28,'399300,沪深300,3423.5255,3477.0565,3416.9476,3434.9441,7591805100,98570527345.2
2018-06-27,'399300,沪深300,3459.2621,3537.6569,3441.785,3525.1323,8149181700,1.07628896582e+11
2018-06-26,'399300,沪深300,3531.1112,3541.782,3478.2134,3521.5876,8498526900,1.08132167346e+11
2018-06-25,'399300,沪深300,3560.4777,3631.0253,3559.0343,3625.7984,7987707800,1.06690345316e+11
2018-06-22,'399300,沪深300,3608.9046,3609.0751,3542.4564,3567.8939,7511786400,89687282052.7
2018-06-21,'399300,沪深300,3592.965,3673.5625,3589.4899,3633.5558,9390855200,1.15584149028e+11
2018-06-20,'399300,沪深300,3635.4436,3649.3359,3578.1743,3602.5512,8671809800,1.12804812786e+11
2018-06-19,'399300,沪深300,3621.1166,3712.8162,3583.0208,3702.6681,16070654200,1.93848797293e+11
2018-06-15,'399300,沪深300,3753.4338,3780.3368,3737.4282,3763.0405,8548889300,1.09534900847e+11
2018-06-14,'399300,沪深300,3773.3655,3808.1616,3759.2484,3774.6396,6847132200,99234014984.2
2018-06-13,'399300,沪深300,3788.3391,3817.4528,3782.0728,3814.6174,6637797000,97185498920.3
2018-06-12,'399300,沪深300,3825.9534,3830.471,3765.2644,3783.1858,7320624400,1.16217139614e+11
2018-06-11,'399300,沪深300,3779.9818,3792.548,3756.5148,3770.208,6870983400,1.05597924649e+11
2018-06-08,'399300,沪深300,3779.6159,3819.4607,3759.2717,3819.4477,8333733500,1.07818798321e+11
2018-06-07,'399300,沪深300,3831.0128,3859.8476,3827.6874,3846.9367,8025614700,1.12365710702e+11
2018-06-06,'399300,沪深300,3837.3511,3848.3295,3830.8956,3839.683,7311723700,1.07142041766e+11
2018-06-05,'399300,沪深300,3845.3164,3845.5648,3800.9256,3811.2852,7868736000,1.21261467224e+11
2018-06-04,'399300,沪深300,3807.5781,3813.4065,3776.6185,3785.1869,7662434100,1.1514646845e+11
2018-06-01,'399300,沪深300,3770.5891,3802.5366,3753.8395,3789.6716,7782181300,1.05934865863e+11
2018-05-31,'399300,沪深300,3802.3759,3804.7919,3742.5287,3749.2954,9266689400,1.3054542218e+11
2018-05-30,'399300,沪深300,3723.3724,3767.8872,3722.0719,3755.1764,8791328500,1.1585897581e+11
2018-05-29,'399300,沪深300,3804.0093,3841.7794,3800.6749,3824.1909,8155266200,1.17288580582e+11
