日期,股票代码,名称,收盘价,最高价,最低价,开盘价,成交量,成交金额
2018-07-05,'000001,上证指数,2733.8819,2777.5227,2727.9399,2755.3394,129226112,1.32993668188e+11
2018-07-04,'000001,上证指数,2759.126,2793.179,2754.1552,2776.6324,123262181,1.31016165049e+11
2018-07-03,'000001,上证指数,2786.8878,2786.8878,2722.4485,2774.5701,142498466,1.61668028589e+11
2018-07-02,'000001,上证指数,2775.557,2845.6801,2756.815,2841.5795,137035034,1.47562760015e+11
2018-06-29,'000001,上证指数,2847.4181,2848.3721,2782.3811,2789.8111,125671685,1.35652377932e+11
2018-06-28,'000001,上证指数,2786.8966,2825.9872,2782.4464,2799.9039,118357907,1.29687431362e+11
2018-06-27,'000001,上证指数,2813.1775,2854.2579,2798.7997,2842.3958,129420833,1.42413494358e+11
2018-06-26,'000001,上证指数,2844.5081,2850.24,2803.7851,2829.9947,125918468,1.38447246776e+11
2018-06-25,'000001,上证指数,2859.3364,2908.624,2857.8709,2903.4495,121917687,1.32350471587e+11
2018-06-22,'000001,上证指数,2889.7603,2891.9685,2837.1444,2855.5849,126143129,1.27161473942e+11
2018-06-21,'000001,上证指数,2875.8099,2940.5863,2872.6189,2912.0032,154378332,1.59713161813e+11
2018-06-20,'000001,上证指数,2915.7314,2925.5611,2872.1629,2889.984,144301420,1.53334278122e+11
2018-06-19,'000001,上证指数,2907.8221,2984.9706,2871.3548,2982.6504,230550067,2.41203641069e+11
2018-06-15,'000001,上证指数,3021.9008,3048.7967,3008.7324,3037.4522,144532571,1.62196016422e+11
2018-06-14,'000001,上证指数,3044.1597,3066.0469,3032.4062,3038.0704,115469487,1.4758882697e+11
2018-06-13,'000001,上证指数,3049.7965,3071.4636,3044.1198,3071.4636,119607886,1.55935263092e+11
2018-06-12,'000001,上证指数,3079.8018,3081.4473,3034.1012,3053.0279,113275096,1.5446909228e+11
2018-06-11,'000001,上证指数,3052.7831,3063.6102,3037.9138,3057.3393,108563786,1.43037323838e+11
2018-06-08,'000001,上证指数,3067.1478,3100.6848,3053.2879,3100.6038,134688220,1.61178782867e+11
2018-06-07,'000001,上证指数,3109.4988,3128.7154,3105.5779,3121.1842,127784970,1.67174304078e+11
2018-06-06,'000001,上证指数,3115.1803,3117.5251,3103.5329,3109.1746,120196135,1.6287995668e+11
2018-06-05,'000001,上证指数,3114.2055,3114.7687,3080.0457,3088.0076,118735592,1.64806307516e+11
2018-06-04,'000001,上证指数,3091.1909,3098.402,3076.9936,3083.4265,114593902,1.54671613292e+11
2018-06-01,'000001,上证指数,3075.1372,3102.088,3059.7857,3084.7536,129872199,1.66548881781e+11
2018-05-31,'000001,上证指数,3095.4737,3098.0764,3054.2685,3061.8291,140475532,1.85199037044e+11
2018-05-30,'000001,上证指数,3041.4434,3085.397,3041.0002,3081.1418,155115126,1.9199519667e+11
2018-05-29,'000001,上证指数,3120.4605,3143.2076,3112.1531,3129.621,135717800,1.77826106449e+11
2018-05-28,'000001,上证指数,3135.0821,3149.6646,3115.9585,3136.8092,128755918,1.6819125841e+11
2018-05-25,'000001,上证指数,3141.3032,3156.7261,3131.0675,3148.41,128610843,1.66554049935e+11
2018-05-24,'000001,上证指数,3154.6506,3173.5309,3152.0692,3167.9391,124085800,1.60658185502e+11
2018-05-23,'000001,上证指数,3168.9642,3205.437,3168.9642,3205.437,157807648,1.99358101015e+11
2018-05-22,'000001,上证指数,3214.3497,3214.5888,3192.2277,3211.247,144292684,1.85721667752e+11
2018-05-21,'000001,上证指数,3213.8404,3219.7398,3203.3362,3206.1756,164459413,2.02663464515e+11
2018-05-18,'000001,上证指数,3193.3034,3193.4531,3144.776,3151.0818,136516918,1.68038057477e+11
2018-05-17,'000001,上证指数,3154.2825,3172.7664,3148.6213,3170.0064,113995567,1.50598842185e+11
2018-05-16,'000001,上证指数,3169.5652,3191.9481,3166.8113,3180.2259,130524968,1.74590979834e+11
2018-05-15,'000001,上证指数,3192.1183,3192.8069,3164.5181,3180.4245,124549051,1.6299079001e+11
2018-05-14,'000001,上证指数,3174.032,3183.8159,3163.476,3167.0418,129327353,1.72410691054e+11
2018-05-11,'000001,上证指数,3163.2632,3180.7564,3162.2121,3179.7967,130659749,1.67364290366e+11
2018-05-10,'000001,上证指数,3174.4127,3176.1376,3155.5331,3169.0498,133000756,1.65440363878e+11
2018-05-09,'000001,上证指数,3159.1502,3165.3733,3145.6574,3160.1382,122637268,1.53456426216e+11
2018-05-08,'000001,上证指数,3161.4976,3169.7014,3134.0621,3135.2957,146927061,1.8901164738e+11
2018-05-07,'000001,上证指数,3136.6448,3136.8363,3091.6579,3094.8989,138948186,1.78243870003e+11
